City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
305,Klaksvik,FO,2020-07-06 19:47:33,62.23,-6.59,44.6,87,91,20.8
306,Debre Tabor,ET,2020-07-06 19:47:33,11.85,38.02,54.68,95,100,2.17
307,Ancud,CL,2020-07-06 19:47:33,-41.87,-73.82,48.2,70,37,4.7
308,Kitgum,UG,2020-07-06 19:47:34,3.28,32.89,67.39,90,98,1.5
309,Sakaiminato,JP,2020-07-06 19:47:34,35.55,133.23,73.4,94,75,4.7
310,Mitsamiouli,KM,2020-07-06 19:47:34,-11.38,43.28,77.86,74,14,10.71
311,Bad Munstereifel,DE,2020-07-06 19:47:34,50.55,6.77,59.0,78,0,5.57
312,Gamba,GA,2020-07-06 19:47:34,-2.65,10.0,73.22,88,99,5.77
313,Sampit,ID,2020-07-06 19:47:34,-2.53,112.95,74.59,94,91,2.73
314,Lagoa,PT,2020-07-06 19:47:35,39.05,-27.98,68.63,89,86,11.99
315,Kijang,KR,2020-07-06 19:47:35,35.24,129.21,73.4,88,75,10.29
316,Ilo,PE,2020-07-06 19:47:35,-17.64,-71.34,61.14,73,37,5.1
317,Bethel,US,2020-07-06 19:43:13,41.37,-73.41,91.99,43,20,11.41
318,Mollendo,PE,2020-07-06 19:47:35,-17.02,-72.01,61.54,73,69,6.42
319,Provideniya,RU,2020-07-06 19:47:36,64.38,-173.3,46.4,81,90,2.24
320,Saskylakh,RU,2020-07-06 19:47:36,71.92,114.08,44.2,81,100,10.56
321,Shirokiy,RU,2020-07-06 19:47:36,49.76,129.52,59.5,96,100,3.49
322,Cairns,AU,2020-07-06 19:47:27,-16.92,145.77,68.0,82,90,12.75
323,Taybad,IR,2020-07-06 19:47:36,34.74,60.78,73.33,21,0,19.37
324,Inhambane,MZ,2020-07-06 19:47:36,-23.86,35.38,59.0,93,0,6.6
325,Celestun,MX,2020-07-06 19:47:36,20.87,-90.4,89.47,55,91,10.63
326,Natal,BR,2020-07-06 19:43:58,-5.79,-35.21,80.6,74,75,13.87
327,Thanh Hoa,VN,2020-07-06 19:47:37,19.8,105.77,81.93,87,99,5.95
328,Kamarion,GR,2020-07-06 19:47:37,36.8,25.82,78.01,74,0,4.0
329,Nesterov,RU,2020-07-06 19:47:37,54.63,22.57,55.54,84,100,4.74
330,Kankaanpaa,FI,2020-07-06 19:47:37,61.8,22.42,59.0,67,100,10.29
331,Yeppoon,AU,2020-07-06 19:43:30,-23.13,150.73,48.2,87,2,4.7
332,Upernavik,GL,2020-07-06 19:47:38,72.79,-56.15,43.63,80,100,8.7
333,Zaozerne,UA,2020-07-06 19:47:38,45.16,33.28,78.33,68,4,3.58
334,Basco,PH,2020-07-06 19:47:38,20.45,121.97,84.49,81,100,14.43
335,Muros,ES,2020-07-06 19:47:38,42.78,-9.06,70.0,70,2,8.99
336,Kenai,US,2020-07-06 19:47:38,60.55,-151.26,55.99,87,90,10.29
337,Hirara,JP,2020-07-06 19:47:39,24.8,125.28,84.43,82,100,18.9
338,Anshun,CN,2020-07-06 19:47:39,26.25,105.93,68.58,98,100,8.41
339,Campbell River,CA,2020-07-06 19:45:11,50.02,-125.24,66.2,59,75,4.36
340,Along,IN,2020-07-06 19:47:39,28.17,94.77,74.98,86,98,1.36
341,Maine-Soroa,NE,2020-07-06 19:47:39,13.21,12.02,94.14,32,87,8.84
342,Ashland,US,2020-07-06 19:47:40,40.82,-82.27,93.2,36,40,6.93
343,Oldmeldrum,GB,2020-07-06 19:47:40,57.33,-2.32,57.2,58,40,12.75
344,Tapes,BR,2020-07-06 19:47:40,-30.67,-51.4,54.54,74,100,7.81
345,Mikuni,JP,2020-07-06 19:47:40,36.22,136.15,77.0,83,75,8.05
346,Las Vegas,US,2020-07-06 19:46:19,36.17,-115.14,107.01,7,1,10.29
347,Kamiiso,JP,2020-07-06 19:47:41,41.82,140.65,65.1,94,100,0.85
348,Bandarbeyla,SO,2020-07-06 19:47:41,9.49,50.81,80.58,70,37,32.1
349,Sistranda,NO,2020-07-06 19:47:41,63.73,8.83,53.6,71,75,13.87
350,Bogorodskoye,RU,2020-07-06 19:47:42,56.55,37.88,67.26,85,0,4.99
351,Novoagansk,RU,2020-07-06 19:47:42,61.94,76.66,60.8,65,89,5.17
352,Kjollefjord,NO,2020-07-06 19:47:42,70.95,27.35,46.4,93,75,10.29
353,Vrangel,RU,2020-07-06 19:47:42,42.73,133.08,61.25,94,100,4.76
354,Hovd,MN,2020-07-06 19:47:43,48.01,91.64,63.25,51,1,3.67
355,Vostok,RU,2020-07-06 19:47:43,46.49,135.88,57.78,99,27,2.8
356,Chifeng,CN,2020-07-06 19:47:43,42.27,118.96,64.72,38,0,6.64
357,Fairbanks,US,2020-07-06 19:46:57,64.84,-147.72,66.99,63,20,4.0
358,Kapuskasing,CA,2020-07-06 19:47:44,49.42,-82.43,82.4,54,75,16.11
359,Adre,TD,2020-07-06 19:47:44,13.47,22.2,75.74,66,22,15.32
360,Kapit,MY,2020-07-06 19:47:44,2.02,112.93,73.81,95,100,1.05
361,Portland,US,2020-07-06 19:47:19,45.52,-122.68,69.01,63,75,6.93
362,Krasnovishersk,RU,2020-07-06 19:47:44,60.41,57.08,64.0,91,48,1.74
363,Sisimiut,GL,2020-07-06 19:47:45,66.94,-53.67,46.89,74,100,7.09
364,Nemuro,JP,2020-07-06 19:47:45,43.32,145.57,58.95,97,100,4.65
365,Shache,CN,2020-07-06 19:47:45,38.42,77.24,73.92,28,83,10.76
366,San Patricio,MX,2020-07-06 19:47:45,19.22,-104.7,91.4,66,20,11.41
367,Havelock,US,2020-07-06 19:47:45,34.88,-76.9,87.8,55,90,4.7
368,Caucaia,BR,2020-07-06 19:45:02,-3.74,-38.65,75.2,83,75,8.05
369,Husavik,IS,2020-07-06 19:47:46,66.04,-17.34,50.0,71,20,9.17
370,Nome,US,2020-07-06 19:47:46,64.5,-165.41,50.0,93,90,17.22
371,Pangai,TO,2020-07-06 19:47:46,-19.8,-174.35,75.2,94,75,10.29
372,Charlotte,US,2020-07-06 19:47:18,35.23,-80.84,84.99,51,90,6.93
373,Goderich,CA,2020-07-06 19:47:46,43.75,-81.72,82.99,68,2,3.33
374,Upington,ZA,2020-07-06 19:47:47,-28.45,21.26,60.8,23,0,9.17
375,Vallenar,CL,2020-07-06 19:47:47,-28.57,-70.76,66.61,27,0,12.08
376,Pahrump,US,2020-07-06 19:47:47,36.21,-115.98,106.0,6,0,4.0
377,College,US,2020-07-06 19:47:47,64.86,-147.8,66.99,67,75,3.78
378,Kargala,RU,2020-07-06 19:47:47,56.62,83.96,63.0,90,99,5.14
379,Katangli,RU,2020-07-06 19:47:47,51.71,143.23,50.45,97,100,12.03
380,Moindou,NC,2020-07-06 19:47:48,-21.69,165.68,59.0,82,100,2.24
381,Kununurra,AU,2020-07-06 19:47:48,-15.77,128.73,62.6,32,0,5.82
382,Cody,US,2020-07-06 19:47:48,44.53,-109.06,81.0,29,1,10.29
383,Aksarayskiy,RU,2020-07-06 19:47:48,46.79,48.01,77.0,44,0,2.24
384,Esperance,AU,2020-07-06 19:47:48,-33.87,121.9,51.8,81,0,13.87
385,Vila Franca Do Campo,PT,2020-07-06 19:47:49,37.72,-25.43,71.6,78,40,14.99
386,Panaba,MX,2020-07-06 19:47:49,21.28,-88.27,93.34,53,34,11.25
387,Kaitangata,NZ,2020-07-06 19:47:49,-46.28,169.85,46.99,82,100,15.01
388,Aksu,CN,2020-07-06 19:47:49,41.12,80.26,74.01,30,100,8.75
389,Buchanan,LR,2020-07-06 19:47:49,5.88,-10.05,80.6,78,75,5.82
390,Gusau,NG,2020-07-06 19:47:50,12.16,6.66,86.2,52,3,9.62
391,Peterborough,GB,2020-07-06 19:47:50,52.57,-0.25,62.6,45,0,20.8
392,Banda Aceh,ID,2020-07-06 19:47:50,5.56,95.32,79.84,75,23,1.79
393,Oran,DZ,2020-07-06 19:47:50,35.69,-0.64,84.2,37,0,8.05
394,Half Moon Bay,US,2020-07-06 19:47:51,37.46,-122.43,72.0,63,1,16.11
395,Namibe,AO,2020-07-06 19:47:51,-15.2,12.15,68.76,88,0,4.94
396,Csaszar,HU,2020-07-06 19:47:51,47.5,18.14,75.2,53,84,13.87
397,Labuhan,ID,2020-07-06 19:47:51,-6.88,112.21,76.33,86,83,5.14
398,Melito Di Porto Salvo,IT,2020-07-06 19:47:52,37.92,15.77,77.0,88,40,10.29
399,Amazar,RU,2020-07-06 19:47:52,53.86,120.88,47.75,74,1,1.25
400,Rio Gallegos,AR,2020-07-06 19:47:52,-51.62,-69.22,21.2,92,1,3.36
401,Seymchan,RU,2020-07-06 19:47:52,62.88,152.43,51.22,87,100,2.37
402,Saint-Pierre,RE,2020-07-06 19:47:53,-21.34,55.48,71.6,94,75,13.87
403,Tuma,RU,2020-07-06 19:47:53,55.15,40.55,68.0,71,0,1.99
404,Katsuura,JP,2020-07-06 19:47:53,35.13,140.3,80.01,100,75,19.46
405,Svobodnyy,RU,2020-07-06 19:46:07,51.4,128.13,58.12,87,100,7.54
406,Santa Vitoria Do Palmar,BR,2020-07-06 19:47:53,-33.52,-53.37,51.53,73,48,5.68
407,Noumea,NC,2020-07-06 19:47:54,-22.28,166.46,66.99,82,100,2.24
408,San Vicente,AR,2020-07-06 19:47:54,-26.62,-54.13,62.83,100,100,2.35
409,Gambela,ET,2020-07-06 19:47:54,8.25,34.58,70.99,87,87,1.25
410,Coahuayana,MX,2020-07-06 19:47:54,18.73,-103.68,84.2,62,20,11.41
411,Teya,RU,2020-07-06 19:47:54,60.38,92.63,58.98,88,86,1.63
412,Atar,MR,2020-07-06 19:47:55,20.52,-13.05,98.42,25,0,18.12
413,Amilly,FR,2020-07-06 19:47:55,47.97,2.77,64.99,44,0,6.49
414,Bilibino,RU,2020-07-06 19:47:55,68.05,166.44,54.19,60,33,4.99
415,Tazovskiy,RU,2020-07-06 19:47:55,67.47,78.7,51.39,94,0,8.81
416,Kilindoni,TZ,2020-07-06 19:47:56,-7.91,39.67,78.35,79,60,21.43
417,Cabo San Lucas,MX,2020-07-06 19:45:59,22.89,-109.91,93.99,43,5,19.46
418,Lerwick,GB,2020-07-06 19:47:56,60.15,-1.15,48.2,76,84,20.8
419,Praia Da Vitoria,PT,2020-07-06 19:47:56,38.73,-27.07,71.6,83,75,11.12
420,Sokol,RU,2020-07-06 19:47:56,59.46,40.12,65.98,95,48,5.93
421,Riyadh,SA,2020-07-06 19:47:03,24.69,46.72,95.0,21,29,5.68
422,Grand Gaube,MU,2020-07-06 19:47:57,-20.01,57.66,73.0,92,51,5.01
423,Kamariotissa,GR,2020-07-06 19:47:57,40.48,25.47,86.0,69,0,4.7
424,Dingle,PH,2020-07-06 19:47:57,11.0,122.67,77.56,82,69,5.82
425,Barra Patuca,HN,2020-07-06 19:47:57,15.8,-84.28,85.41,70,21,11.7
426,Kita,ML,2020-07-06 19:47:57,13.03,-9.49,76.15,88,87,4.27
427,Nizwa,OM,2020-07-06 19:47:58,22.93,57.53,92.88,27,62,3.06
428,Ilebo,CD,2020-07-06 19:47:58,-4.32,20.58,73.54,40,23,0.65
429,Monrovia,LR,2020-07-06 19:47:58,6.3,-10.8,77.0,88,75,8.05
430,Cap Malheureux,MU,2020-07-06 19:47:58,-19.98,57.61,73.0,92,32,5.01
431,Fukue,JP,2020-07-06 19:47:58,32.69,128.84,77.25,91,100,19.86
432,Bloemhof,ZA,2020-07-06 19:47:58,-27.65,25.61,49.78,37,0,6.93
433,Namatanai,PG,2020-07-06 19:47:59,-3.67,152.43,78.13,79,29,5.79
434,Mount Isa,AU,2020-07-06 19:47:59,-20.73,139.5,48.2,42,0,8.05
435,Bowen,AU,2020-07-06 19:47:59,-20.02,148.23,63.0,93,90,8.05
436,Luanda,AO,2020-07-06 19:47:59,-8.84,13.23,73.4,78,20,6.93
437,Juruti,BR,2020-07-06 19:47:59,-2.15,-56.09,89.55,52,4,5.77
438,Sorkjosen,NO,2020-07-06 19:48:00,69.8,20.93,48.04,87,100,6.4
439,Alappuzha,IN,2020-07-06 19:43:39,9.49,76.33,79.39,83,100,1.92
440,Geraldton,AU,2020-07-06 19:48:00,-28.77,114.6,55.4,87,53,11.41
441,Puerto Palomas,MX,2020-07-06 19:48:00,31.77,-107.62,97.59,19,0,10.49
442,Khomutovka,RU,2020-07-06 19:48:01,51.92,34.56,67.05,80,0,4.74
443,Kurilsk,RU,2020-07-06 19:48:01,45.23,147.88,56.75,89,2,2.28
444,Northam,GB,2020-07-06 19:48:01,51.03,-4.22,60.01,85,0,4.0
445,Broome,US,2020-07-06 19:48:01,42.25,-75.83,90.0,37,1,4.7
446,Parrsboro,CA,2020-07-06 19:48:01,45.4,-64.33,59.0,69,91,5.01
447,Saint-Joseph,RE,2020-07-06 19:48:01,-21.37,55.62,71.6,94,75,13.87
448,Two Rivers,US,2020-07-06 19:48:01,44.15,-87.57,81.0,78,90,9.17
449,Coquimbo,CL,2020-07-06 19:48:02,-29.95,-71.34,57.2,71,75,6.93
450,Araouane,ML,2020-07-06 19:48:02,18.9,-3.53,98.83,14,25,3.53
451,Bambanglipuro,ID,2020-07-06 19:48:02,-7.95,110.28,76.5,85,97,7.81
452,Kendrapara,IN,2020-07-06 19:48:02,20.5,86.42,82.4,94,40,4.7
453,Kant,IN,2020-07-06 19:48:02,27.8,79.8,88.14,65,94,5.1
454,San Lawrenz,MT,2020-07-06 19:48:03,36.06,14.2,75.2,73,0,16.11
455,Marsh Harbour,BS,2020-07-06 19:48:03,26.54,-77.06,85.05,70,100,7.05
456,Mackenzie,CA,2020-07-06 19:48:03,55.3,-123.17,64.4,59,20,5.82
457,Kirovsk,UA,2020-07-06 19:48:03,48.64,38.64,74.68,43,25,4.7
458,Adelaide,AU,2020-07-06 19:46:10,-34.93,138.6,51.01,71,75,6.93
459,Kaka,TM,2020-07-06 19:48:04,37.35,59.61,75.45,20,28,0.96
460,Yantal,RU,2020-07-06 19:48:04,56.85,105.25,58.24,54,89,2.33
461,Sao Jose Da Coroa Grande,BR,2020-07-06 19:48:04,-8.9,-35.15,75.94,81,40,10.6
462,Makakilo City,US,2020-07-06 19:48:04,21.35,-158.09,82.4,58,40,3.36
463,Westport,US,2020-07-06 19:48:04,41.14,-73.36,90.0,48,1,11.41
464,Dobson,US,2020-07-06 19:48:04,36.4,-80.72,90.0,45,1,9.17
465,Kholodnyy,RU,2020-07-06 19:48:05,62.72,147.95,55.62,61,93,3.71
466,San Quintin,MX,2020-07-06 19:48:05,30.48,-115.95,78.93,48,0,13.51
467,Vestmannaeyjar,IS,2020-07-06 19:48:05,63.44,-20.27,52.12,82,0,15.77
468,Petropavlovsk-Kamchatskiy,RU,2020-07-06 19:48:06,53.05,158.65,64.4,82,0,8.95
469,Tres Lagoas,BR,2020-07-06 19:48:06,-20.75,-51.68,86.59,39,0,2.89
470,Lokoja,NG,2020-07-06 19:48:06,7.8,6.74,77.5,89,100,3.65
471,Ossora,RU,2020-07-06 19:48:06,59.24,163.07,52.34,85,98,3.31
472,Te Anau,NZ,2020-07-06 19:48:06,-45.42,167.72,43.63,89,98,3.13
473,Aksarka,RU,2020-07-06 19:48:06,66.56,67.8,64.58,72,100,3.65
474,Haines Junction,CA,2020-07-06 19:48:07,60.75,-137.51,66.0,36,100,7.36
475,Port Moresby,PG,2020-07-06 19:48:07,-9.44,147.18,75.2,88,40,6.93
476,Ostersund,SE,2020-07-06 19:48:07,63.18,14.64,48.2,87,100,11.41
477,Vera Cruz,BR,2020-07-06 19:48:07,-12.63,-41.03,75.58,55,9,4.21
478,Bintulu,MY,2020-07-06 19:48:07,3.17,113.03,77.0,100,40,3.36
479,Winnipeg,CA,2020-07-06 19:45:28,49.88,-97.15,82.0,50,40,11.41
480,Maralal,KE,2020-07-06 19:48:08,1.1,36.7,60.28,86,97,3.8
481,Wanning,CN,2020-07-06 19:48:08,18.8,110.4,82.11,85,38,13.4
482,Mount Darwin,ZW,2020-07-06 19:48:08,-16.77,31.58,53.02,51,13,2.21
483,Talcahuano,CL,2020-07-06 19:48:08,-36.72,-73.12,53.6,58,97,4.7
484,Platonovka,RU,2020-07-06 19:48:08,52.71,41.95,70.81,83,0,6.53
485,Kasongo-Lunda,CD,2020-07-06 19:48:09,-6.47,16.82,73.45,29,58,1.88
486,Isetskoye,RU,2020-07-06 19:48:09,56.49,65.32,62.98,84,0,0.67
487,Santa Ana,US,2020-07-06 19:48:05,33.75,-117.87,93.0,54,1,10.29
488,Huilong,CN,2020-07-06 19:48:09,31.81,121.66,78.01,99,97,10.2
489,Benito Juarez,MX,2020-07-06 19:45:49,19.39,-99.17,73.4,43,40,6.93
490,Fortuna,US,2020-07-06 19:46:22,40.6,-124.16,63.0,77,75,14.99
491,Besikduzu,TR,2020-07-06 19:48:10,41.05,39.23,80.6,83,40,1.68
492,Port Lincoln,AU,2020-07-06 19:48:10,-34.73,135.87,51.17,81,6,12.55
493,Aden,YE,2020-07-06 19:48:10,12.78,45.04,88.18,63,33,7.52
494,Plyussa,RU,2020-07-06 19:48:10,58.43,29.37,57.43,95,3,4.81
495,Biak,ID,2020-07-06 19:48:10,-0.91,122.88,75.97,82,34,8.34
496,Unidad,PH,2020-07-06 19:48:10,8.54,126.23,73.92,93,75,2.59
497,Ust-Ilimsk,RU,2020-07-06 19:48:11,58.0,102.66,61.59,86,100,5.08
498,Walvis Bay,NA,2020-07-06 19:48:11,-22.96,14.51,66.2,25,0,3.36
499,Veraval,IN,2020-07-06 19:48:11,20.9,70.37,81.81,86,100,26.57
500,Hamilton,US,2020-07-06 19:48:11,39.18,-84.53,93.0,55,1,3.36
501,Christchurch,NZ,2020-07-06 19:46:05,-43.53,172.63,43.0,81,100,6.93
502,Nichinan,JP,2020-07-06 19:48:12,31.6,131.37,78.01,88,100,11.01
503,Luderitz,NA,2020-07-06 19:48:12,-26.65,15.16,53.6,93,92,10.29
504,Ponta Delgada,PT,2020-07-06 19:48:12,37.73,-25.67,71.6,78,40,14.99
505,Zhigansk,RU,2020-07-06 19:48:12,66.77,123.37,47.3,67,80,5.53
506,Easton,US,2020-07-06 19:48:13,40.69,-75.22,93.2,44,20,4.7
507,Carutapera,BR,2020-07-06 19:48:13,-1.2,-46.02,82.17,75,13,8.63
508,Ken Caryl,US,2020-07-06 19:48:13,39.58,-105.12,93.99,12,24,1.01
509,Ronne,DK,2020-07-06 19:48:13,55.1,14.71,59.0,82,3,24.16
510,Chake Chake,TZ,2020-07-06 19:48:14,-5.25,39.77,76.32,81,3,14.14
511,Gweta,BW,2020-07-06 19:48:14,-20.18,25.23,61.03,28,0,5.59
512,Marsa Matruh,EG,2020-07-06 19:48:14,31.35,27.25,77.0,83,0,9.17
513,Richmond,US,2020-07-06 19:45:49,37.55,-77.46,97.0,55,40,10.29
514,North Bend,US,2020-07-06 19:48:14,43.41,-124.22,61.0,82,90,9.17
515,Sorong,ID,2020-07-06 19:48:14,-0.88,131.25,77.85,87,100,8.32
516,Matamoros,MX,2020-07-06 19:48:15,25.53,-103.25,95.0,24,40,8.93
517,Batticaloa,LK,2020-07-06 19:48:15,7.71,81.69,81.16,69,50,10.29
518,Chuy,UY,2020-07-06 19:48:15,-33.7,-53.46,51.69,74,88,5.12
519,Miandrivazo,MG,2020-07-06 19:48:15,-19.52,45.47,69.87,40,0,0.96
520,Kodinsk,RU,2020-07-06 19:48:15,58.69,99.18,61.65,88,76,2.33
521,Jinxiang,CN,2020-07-06 19:48:16,22.86,115.7,82.31,84,86,8.59
522,Malanje,AO,2020-07-06 19:48:16,-9.54,16.34,63.5,28,59,3.42
523,Nouadhibou,MR,2020-07-06 19:48:16,20.93,-17.03,71.6,83,16,9.17
524,Mocuba,MZ,2020-07-06 19:48:16,-16.84,36.99,61.48,91,86,2.17
525,Nadym,RU,2020-07-06 19:48:07,65.53,72.52,64.09,63,10,3.76
526,Konevo,RU,2020-07-06 19:48:17,62.12,39.32,59.54,67,88,6.87
527,Yining,CN,2020-07-06 19:48:17,29.04,114.56,76.37,92,100,0.56
528,Agirish,RU,2020-07-06 19:48:17,61.92,63.02,64.33,62,5,1.19
529,Lavrentiya,RU,2020-07-06 19:48:17,65.58,-171.0,51.19,75,77,5.91
530,Colorado Springs,US,2020-07-06 19:46:31,38.83,-104.82,86.0,26,75,9.17
531,Andijon,UZ,2020-07-06 19:48:17,40.78,72.34,71.01,92,0,15.99
532,Kailua,US,2020-07-06 19:48:18,21.4,-157.74,82.4,61,20,8.05
533,Maswa,TZ,2020-07-06 19:48:18,-2.68,33.98,69.89,46,100,5.75
534,Sao Felix Do Xingu,BR,2020-07-06 19:48:18,-6.64,-51.99,88.12,43,20,4.47
535,Mehamn,NO,2020-07-06 19:48:18,71.04,27.85,46.4,93,75,10.29
536,Longyan,CN,2020-07-06 19:48:18,25.11,117.02,74.01,87,99,3.15
537,Russell,US,2020-07-06 19:48:19,32.35,-85.2,81.0,78,40,5.82
538,Ereymentau,KZ,2020-07-06 19:48:19,51.62,73.1,61.34,74,89,3.96
539,Manoel Urbano,BR,2020-07-06 19:48:19,-8.84,-69.26,79.02,91,97,4.21
540,Vavozh,RU,2020-07-06 19:48:19,56.78,51.93,65.52,91,0,2.71
541,Arequipa,PE,2020-07-06 19:47:59,-16.4,-71.53,66.2,15,24,9.17
542,Capao Da Canoa,BR,2020-07-06 19:48:20,-29.75,-50.01,57.72,81,100,10.65
543,Posse,BR,2020-07-06 19:48:14,-14.09,-46.37,80.04,35,0,5.48
544,Virden,US,2020-07-06 19:48:20,39.5,-89.77,90.0,72,0,2.19
545,Kahului,US,2020-07-06 19:45:06,20.89,-156.47,84.2,51,20,20.8
546,Floro,NO,2020-07-06 19:48:20,61.6,5.03,51.8,62,75,12.75
547,Jalu,LY,2020-07-06 19:48:21,29.03,21.55,79.23,51,0,12.93
548,Volchikha,RU,2020-07-06 19:48:21,52.03,80.38,59.7,91,82,6.15
549,Deputatskiy,RU,2020-07-06 19:48:21,69.3,139.9,51.17,71,85,2.42
550,Tolmachevo,RU,2020-07-06 19:48:22,54.98,82.74,59.0,100,40,4.47
551,Nakusp,CA,2020-07-06 19:48:22,50.25,-117.8,82.26,26,100,2.89
552,Tenenkou,ML,2020-07-06 19:48:22,14.46,-4.92,94.66,31,97,2.08
553,Ismailia,EG,2020-07-06 19:48:22,30.6,32.27,76.59,74,0,4.81
554,Korop,UA,2020-07-06 19:48:23,51.57,32.96,66.74,85,0,3.09
555,Dingzhou,CN,2020-07-06 19:48:23,38.51,115.0,75.2,83,0,2.24
556,Rio Branco,BR,2020-07-06 19:48:23,-9.97,-67.81,91.4,49,75,3.36
557,Kamaishi,JP,2020-07-06 19:48:23,39.27,141.88,70.32,89,100,6.02
558,Vardo,NO,2020-07-06 19:48:24,70.37,31.11,48.2,100,75,10.29
559,Waw,SS,2020-07-06 19:48:24,7.7,28.0,72.54,94,100,3.33
560,Okakarara,NA,2020-07-06 19:48:24,-20.58,17.43,50.07,43,0,3.74
561,Lappeenranta,FI,2020-07-06 19:48:24,61.06,28.19,57.2,76,11,4.7
562,Saint-Francois,FR,2020-07-06 19:48:24,46.42,3.91,68.0,40,0,6.93
563,Bartica,GY,2020-07-06 19:48:25,6.4,-58.62,77.0,100,75,4.7
564,Kingussie,GB,2020-07-06 19:48:25,57.08,-4.05,55.4,66,40,19.46
565,Sao Raimundo Nonato,BR,2020-07-06 19:46:43,-9.02,-42.7,85.95,34,1,7.0
566,Belaya Gora,RU,2020-07-06 19:48:25,68.53,146.42,49.3,79,100,6.6
567,Tabuk,PH,2020-07-06 19:48:25,17.42,121.44,74.21,87,95,2.77
568,Kuala Terengganu,MY,2020-07-06 19:48:25,5.33,103.14,78.8,94,20,3.36
